"";"DATE";"HDenomination";"HMotifs";"CEDenominationsMotifs";"NormCEDenominationsMotifs";"CEMotifsDenominations";"NormCEMotifsDenominations";"MI"
"Panticapaeum";425;0,633039511664468;2,36073609027385;0;0;1,72769657860939;0,731846556558115;0,633039511664468
"Petra";330;0;0;0;NA;0;NA;0
"Phaestus";330;0;0;0;NA;0;NA;0
"Philippi";350;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Phoenicia ";370;0;0;0;NA;0;NA;0
"Rhodes";330;0,562335144618808;1,38629436111989;0;0;0,823959216501082;0,594360937770434;0,562335144618808
"Salamis ";405;0;0;0;NA;0;NA;0
"Sicily ";435;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Sidon ";390;0;0;0;NA;0;NA;0
"Sinope";415;0,529706199057655;1,31078367809971;0,212171389431604;0,400545415192528;0,993248868473664;0,757751935020742;0,31753480962605
"Syracuse";435;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Tarentum";435;0,793730055158424;1,88487133357816;0;0;1,09114127841974;0,578894303808186;0,793730055158424
"Tarsus";390;0,796311640173813;1,94591014905531;0;0;1,1495985088815;0,59077676810494;0,796311640173813
"Thessalian League ";425;0;0;0;NA;0;NA;0
"Thrace";415;0;0;0;NA;0;NA;0
"Velia";435;0,636514168294813;0,636514168294813;0;0;0;0;0,636514168294813
"Abdera";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Ambracia";350;0,271189373041844;2,45831132968308;0;0;2,18712195664124;0,889684691370314;0,271189373041844
"Amphipolis";390;0;0;0;NA;0;NA;0
"Aspendus";350;0;0;0;NA;0;NA;0
"Cappadocia ";350;0;0;0;NA;0;NA;0
"Carystus";350;0;0;0;NA;0;NA;0
"Chersonesus";350;0,796311640173813;1,27703425946614;0,470833838000619;0,591268310353781;0,951556457292944;0,745129936992247;0,325477802173194
"Cierium";350;0;0;0;NA;0;NA;0
"Cilicia ";370;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Clazomenae";435;0;0;0;NA;0;NA;0
"Crithote";350;0;0;0;NA;0;NA;0
"Croton";435;0;0;0;NA;0;NA;0
"Cyprus";425;0;0;0;NA;0;NA;0
"Dionysius I and Dionysius II";350;0,955699891112534;1,94591014905531;0;0;0,990210257942779;0,508867410154317;0,955699891112534
"Dyrrhachium";405;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Elis";415;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Epidaurus";350;0;0;0;NA;0;NA;0
"Erythrae";350;0;0;0;NA;0;NA;0
"Heraclea";435;0;0;0;NA;0;NA;0
"Heraclea Illyricum";350;0;0;0;NA;0;NA;0
"Illyria ";350;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Istrus";415;0;0;0;NA;0;NA;0
"Lampsacus";390;0;0;0;NA;0;NA;0
"Larissa";425;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Locri Opuntii";370;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Lucania ";435;0;0;0;NA;0;NA;0
"Lycia";435;1,5498260458782;1,94591014905531;0;0;0,396084103177112;0,203546964061727;1,5498260458782
"Mesma";350;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Molossi";350;0;0;0;NA;0;NA;0
"Nacona";415;0;0;0;NA;0;NA;0
"Olynthus";415;0;0;0;NA;0;NA;0
"Orthagoreia";350;0;0;0;NA;0;NA;0
"Peparethus";350;0;0;0;NA;0;NA;0
"Persia";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Pharnaceia";350;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Pharos (Lesina)";350;0;0;0;NA;0;NA;0
"Phocian League ";415;0;0;0;NA;0;NA;0
"Phocis ";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Proconnesus";405;0;0;0;NA;0;NA;0
"Sicyon";350;0;0;0;NA;0;NA;0
"Sigeum";350;0;0,636514168294813;0;NA;0,636514168294813;1;0
"Thebes";435;1,38629436111989;0,562335144618808;0,823959216501082;0,594360937770434;0;0;0,562335144618808
"Theodosia";350;0;0;0;NA;0;NA;0
"Thurium";425;1,63850644450423;1,77858608245307;0,610303632276509;0,372475576354033;0,750383270225354;0,421898764208481;1,02820281222772
"Timoleon";350;1,52269992598575;2,61563057702755;0,0924196240746595;0,0606945744840893;1,18535027511646;0,453179545126556;1,43028030191109
"Zancle-Messana";435;1,2130075659799;1,90615474653985;0;0;0,693147180559945;0,363636363636364;1,2130075659799
"Acanthus";370;0;0;0;NA;0;NA;0
"Acragas";425;0;0;0;NA;0;NA;0
"Adranum";370;0;1,03972077083992;0;NA;1,03972077083992;1;0
"Aenus";425;0,974314752869349;2,16608493924983;0,346573590279973;0,355710091897219;1,53834377666045;0,710195500086539;0,627741162589377
"Aetna";370;0;0;0;NA;0;NA;0
"Arcadia";370;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Athens ";435;1,25548232517875;0,974314752869349;0,693147180559945;0,552096327171517;0,411979608250541;0,422840367588877;0,562335144618808
"Bergaeus";370;0;0;0;NA;0;NA;0
"Calabria ";415;0;0;0;NA;0;NA;0
"Consentia";370;0;0;0;NA;0;NA;0
"Corinth";435;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Cyrenaica ";370;0;0;0;NA;0;NA;0
"Cyzicus";435;0,857174043642079;2,52321095295289;0,184839248149319;0,215637943682882;1,85087615746013;0,73353999803071;0,67233479549276
"Entella";415;0;0;0;NA;0;NA;0
"Halicarnassus ";370;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Lamia ";370;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Maroneia";405;0;0;0;NA;0;NA;0
"Neapolis";435;0;0;0;NA;0;NA;0
"Oetaei";370;0;0;0;NA;0;NA;0
"Opus";370;0;0;0;NA;0;NA;0
"Phalanna";370;0;0;0;NA;0;NA;0
"Pherae";390;0;0;0;NA;0;NA;0
"Phlius";370;0;0;0;NA;0;NA;0
"Poseidonia";435;1,03972077083992;0,562335144618808;0,823959216501082;0,792481250360578;0,346573590279973;0,616311453403656;0,215761554338836
"Pydna";370;0;0;0;NA;0;NA;0
"Samos";435;0;0;0;NA;0;NA;0
"Stymphalus";370;0;0;0;NA;0;NA;0
"Tegea";370;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Terina";435;0;2,27186851269656;0;NA;2,27186851269656;1;0
"Thasos";425;0;0;0;NA;0;NA;0
"Tyre";370;0;0;0;NA;0;NA;0
"Zacynthus";370;0;0;0;NA;0;NA;0
"Aegina";415;0;0;0;NA;0;NA;0
"Agyrium";390;0;0;0;NA;0;NA;0
"Alexandria Troas ";390;0;0;0;NA;0;NA;0
"Aradus";390;0;0;0;NA;0;NA;0
"Boeotia";390;0;0;0;NA;0;NA;0
"Campania ";405;0;0;0;NA;0;NA;0
"Cebren";435;0;0,950270539233234;0;NA;0,950270539233234;1;0
"Chalcidice";415;0;0;0;NA;0;NA;0
"Chios";390;0;0;0;NA;0;NA;0
"Crete ";415;0;0;0;NA;0;NA;0
"Cyrene";405;0;0;0;NA;0;NA;0
"Dardanus";390;0;0;0;NA;0;NA;0
"Hyria";415;0;0;0;NA;0;NA;0
"Mallus";390;0;0;0;NA;0;NA;0
"Mycalessus";390;0;0;0;NA;0;NA;0
"Nola";390;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Orchomenus";390;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Pamphylia ";390;0;0;0;NA;0;NA;0
"Pharae";390;0;0;0;NA;0;NA;0
"Tanagra";390;0;0;0;NA;0;NA;0
"Tenedos";435;1,03972077083992;0,693147180559945;0,693147180559945;0,666666666666667;0,346573590279973;0,5;0,346573590279972
"Teuthrania";390;0;0;0;NA;0;NA;0
"Thracian Chersonese ";390;0;0;0;NA;0;NA;0
"Amisus";405;0;0;0;NA;0;NA;0
"Antandrus";405;0;0;0;NA;0;NA;0
"Bithynia ";405;0;0;0;NA;0;NA;0
"Boeotian League ";405;1,79175946922805;1,12692879480068;1,01140426470735;0,564475467872424;0,346573590279973;0,307538144272259;0,780355204520703
"Bruttium ";405;0;0;0;NA;0;NA;0
"Colchis";435;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Cumae";415;0;1,03972077083992;0;NA;1,03972077083992;1;0
"Delphi";415;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Mesembria";435;0;0;0;NA;0;NA;0
"Methymna";405;0;0;0;NA;0;NA;0
"Pheneos";405;0;0;0;NA;0;NA;0
"Propontis ";405;0;0;0;NA;0;NA;0
"Rhegium";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Sinde";405;0;0;0;NA;0;NA;0
"Soli";405;0;0;0;NA;0;NA;0
"Allifae";415;0;0;0;NA;0;NA;0
"Camarina";415;1,56071040904141;1,90728399932138;0,346573590279972;0,222061433224399;0,693147180559945;0,363421064092484;1,21413681876143
"Catana";435;0;0;0;NA;0;NA;0
"Eion";415;0;0;0;NA;0;NA;0
"Eryx";435;0,693147180559945;1,38629436111989;0;0;0,693147180559945;0,5;0,693147180559945
"Gela";435;0,562335144618808;2,07944154167984;0;0;1,51710639706103;0,729573958513623;0,562335144618808
"Heraclea Lucania";415;1,01140426470735;1,56071040904141;0;0;0,549306144334055;0,351959044517067;1,01140426470735
"Heraclea Sintica";435;0;0;0;NA;0;NA;0
"Himera";415;0,600166073159646;1,89378823239114;0;0;1,29362215923149;0,68308701950172;0,600166073159646
"Leontinoi";415;0;0;0;NA;0;NA;0
"Lipara";435;0,348832095843032;1,42706104338072;0;0;1,07822894753769;0,755559092961682;0,348832095843032
"Magnesia Ad Maeandrum ";415;0;0;0;NA;0;NA;0
"Miletus";415;0;0;0;NA;0;NA;0
"Motya";415;1,242453324894;1,79175946922805;0;0;0,549306144334055;0,306573596382729;1,242453324894
"Naxos";425;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Nymphaeum";415;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Panormus";415;0,562335144618808;1,03972077083992;0;0;0,47738562622111;0,459147917027245;0,562335144618808
"Pharsalus";425;0;0;0;NA;0;NA;0
"Phistelia";415;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Sardes";435;0;0;0;NA;0;NA;0
"Scione";435;0;0;0;NA;0;NA;0
"Segesta";435;0;0;0;NA;0;NA;0
"Selinus";435;0;0;0;NA;0;NA;0
"Seuthes II";415;0;0;0;NA;0;NA;0
"Tauric Chersonesus ";415;0;0;0;NA;0;NA;0
"The Sindi";415;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Thermae Himerenses";415;0;0;0;NA;0;NA;0
"Caulonia";425;0;0;0;NA;0;NA;0
"Corcyra";425;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Gargara";425;0;0;0;NA;0;NA;0
"Mende";425;0;1,88915916375402;0;NA;1,88915916375402;1;0
"Pharcadon";425;0;0;0;NA;0;NA;0
"Syria ";435;1,09861228866811;1,09861228866811;0;0;0;0;1,09861228866811
"Thraco-Macedonia";425;0;0;0;NA;0;NA;0
"Troezen";425;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Achaean League ";435;0,562335144618808;0,562335144618808;0,47738562622111;0,848934360210967;0,47738562622111;0,848934360210967;0,0849495183976987
"Arcadian League";435;0;0;0;NA;0;NA;0
"Astacus";435;0;0;0;NA;0;NA;0
"Cnossus";435;0;0;0;NA;0;NA;0
"Cos";435;0;0;0;NA;0;NA;0
"Etruria ";435;0;0;0;NA;0;NA;0
"Ionia";435;0;0;0;NA;0;NA;0
"Leucas";435;0;0;0;NA;0;NA;0
"Massalia";435;0;0;0;NA;0;NA;0
"Parium";435;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Phocaea";435;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Pordosilene";435;0;0;0;NA;0;NA;0
"Scepsis";435;0;0;0;NA;0;NA;0
"Solus";435;0;0;0;NA;0;NA;0
"Sparadokos";435;0;0;0;NA;0;NA;0
"Sybaris";435;0;0;0;NA;0;NA;0
"Thespiae";435;0;0;0;NA;0;NA;0
"Thourion";435;0,867563228481461;1,242453324894;0,549306144334055;0,633159781674395;0,924196240746594;0,74384785506968;0,318257084147406
"Tricca";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Abydus";445;0;0;0;NA;0;NA;0
"Acarnanian League ";350;0;0;0;NA;0;NA;0
"Alaesa";330;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Apollonia Pontica";405;1,03972077083992;1,38629436111989;0;0;0,346573590279973;0,25;1,03972077083992
"Argos";445;0;0;0;NA;0;NA;0
"Byzantium";370;1,52295506753132;1,67698777432242;0,154032706791099;0,101140677144719;0,308065413582198;0,183701645473636;1,36892236074022
"Calchedon";425;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Caria ";455;0;0;0;NA;0;NA;0
"Carthage";405;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Centuripae";415;0;0;0;NA;0;NA;0
"Cercinitis";330;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Chalcedon";405;0;0;0;NA;0;NA;0
"Citium ";330;0;0;0;NA;0;NA;0
"Elaea";425;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Enna";330;0;0;0;NA;0;NA;0
"Ephesus";390;0;0;0;NA;0;NA;0
"Epirote Kingdom ";330;0;0;0;NA;0;NA;0
"Euboea";415;0;0;0;NA;0;NA;0
"Heraclea ";330;0;0;0;NA;0;NA;0
"Heraclea Pontica";415;1,56071040904141;0,450561208866305;1,1101492001751;0,711310178841544;0;0;0,450561208866305
"Herbessus";330;0;0;0;NA;0;NA;0
"Hipponium";330;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Lesbos";435;0,693147180559945;1,38629436111989;0;0;0,693147180559945;0,5;0,693147180559945
"Locri";330;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Macedonia";435;1,09861228866811;1,09861228866811;0;0;0;0;1,09861228866811
"Metapontum";435;0;1,6094379124341;0;NA;1,6094379124341;1;0
"Morgantina";415;0;0;0;NA;0;NA;0
"Mytilene";455;0;0;0;NA;0;NA;0
"Mytistratus";330;0;0;0;NA;0;NA;0
"Olbia";435;1,03972077083992;1,03972077083992;0;0;0;0;1,03972077083992
"Olympia";455;0;0;0;NA;0;NA;0
"Paeonia ";350;0;0;0;NA;0;NA;0
"Panticapaeum";425;0,633039511664468;2,36073609027385;0;0;1,72769657860939;0,731846556558115;0,633039511664468
"Petra";330;0;0;0;NA;0;NA;0
"Phaestus";330;0;0;0;NA;0;NA;0
"Philippi";350;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Phoenicia ";370;0;0;0;NA;0;NA;0
"Rhodes";330;0,562335144618808;1,38629436111989;0;0;0,823959216501082;0,594360937770434;0,562335144618808
"Salamis ";455;0;0;0;NA;0;NA;0
"Sicily ";455;0;2,07944154167984;0;NA;2,07944154167984;1;0
"Sidon ";390;0;0;0;NA;0;NA;0
"Sinope";455;0;0,410116318288409;0;NA;0,410116318288409;1;0
"Syracuse";455;0,721463686692511;2,0228085294147;0;0;1,30134484272219;0,643335651298017;0,721463686692512
"Tarentum";455;-2,22044604925031e-16;1,56071040904141;0;0;1,56071040904141;1;0
"Tarsus";390;0,796311640173813;1,94591014905531;0;0;1,1495985088815;0,59077676810494;0,796311640173813
"Thessalian League ";455;0;0;0;NA;0;NA;0
"Thrace";415;0;0;0;NA;0;NA;0
"Velia";455;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Abdera";455;0;1,33217904021012;0;NA;1,33217904021012;1;0
"Ambracia";350;0,271189373041844;2,45831132968308;0;0;2,18712195664124;0,889684691370314;0,271189373041844
"Amphipolis";390;0;0;0;NA;0;NA;0
"Aspendus";445;0;0;0;NA;0;NA;0
"Cappadocia ";350;0;0;0;NA;0;NA;0
"Carystus";350;0;0;0;NA;0;NA;0
"Chersonesus";350;0,796311640173813;1,27703425946614;0,470833838000619;0,591268310353781;0,951556457292944;0,745129936992247;0,325477802173194
"Cierium";350;0;0;0;NA;0;NA;0
"Cilicia ";370;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Clazomenae";435;0;0;0;NA;0;NA;0
"Crithote";350;0;0;0;NA;0;NA;0
"Croton";455;0,58492367803944;2,70605340982549;0,161794824514252;0,276608437286312;2,28292455630031;0,843636178063287;0,423128853525188
"Cyprus";455;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Dionysius I and Dionysius II";350;0,955699891112534;1,94591014905531;0;0;0,990210257942779;0,508867410154317;0,955699891112534
"Dyrrhachium";405;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Elis";455;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Epidaurus";350;0;0;0;NA;0;NA;0
"Erythrae";455;0;0;0;NA;0;NA;0
"Heraclea";435;0;0;0;NA;0;NA;0
"Heraclea Illyricum";350;0;0;0;NA;0;NA;0
"Illyria ";350;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Istrus";415;0;0;0;NA;0;NA;0
"Lampsacus";445;0;0;0;NA;0;NA;0
"Larissa";425;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Locri Opuntii";370;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Lucania ";435;0;0;0;NA;0;NA;0
"Lycia";455;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Mesma";350;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Molossi";350;0;0;0;NA;0;NA;0
"Nacona";415;0;0;0;NA;0;NA;0
"Olynthus";415;0;0;0;NA;0;NA;0
"Orthagoreia";350;0;0;0;NA;0;NA;0
"Peparethus";350;0;0;0;NA;0;NA;0
"Persia";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Pharnaceia";350;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Pharos (Lesina)";350;0;0;0;NA;0;NA;0
"Phocian League ";455;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Phocis ";445;0;0;0;NA;0;NA;0
"Proconnesus";405;0;0;0;NA;0;NA;0
"Sicyon";350;0;0;0;NA;0;NA;0
"Sigeum";350;0;0,636514168294813;0;NA;0,636514168294813;1;0
"Thebes";435;1,38629436111989;0,562335144618808;0,823959216501082;0,594360937770434;0;0;0,562335144618808
"Theodosia";350;0;0;0;NA;0;NA;0
"Thurium";425;1,63850644450423;1,77858608245307;0,610303632276509;0,372475576354033;0,750383270225354;0,421898764208481;1,02820281222772
"Timoleon";350;1,52269992598575;2,61563057702755;0,0924196240746595;0,0606945744840893;1,18535027511646;0,453179545126556;1,43028030191109
"Zancle-Messana";455;0,673011667009256;1,6094379124341;0;0;0,936426245424844;0,581834339920948;0,673011667009256
"Acanthus";445;0,636514168294813;1,56071040904141;0;0;0,924196240746594;0,592163821931731;0,636514168294813
"Acragas";455;0;0;0;NA;0;NA;0
"Adranum";370;0;1,03972077083992;0;NA;1,03972077083992;1;0
"Aenus";455;0,376770161256437;1,90615474653985;0,173286795139986;0,459927066841273;1,7026713804234;0,893249293381965;0,20348336611645
"Aetna";370;0;0;0;NA;0;NA;0
"Arcadia";370;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Athens ";435;1,25548232517875;0,974314752869349;0,693147180559945;0,552096327171517;0,411979608250541;0,422840367588877;0,562335144618808
"Bergaeus";370;0;0;0;NA;0;NA;0
"Calabria ";415;0;0;0;NA;0;NA;0
"Consentia";370;0;0;0;NA;0;NA;0
"Corinth";455;0,953271014705891;1,67920433160271;0,307527317205484;0,32260219020754;1,0334606341023;0,615446622339236;0,645743697500406
"Cyrenaica ";455;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Cyzicus";455;0;0;0;NA;0;NA;0
"Entella";415;0;0;0;NA;0;NA;0
"Halicarnassus ";370;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Lamia ";370;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Maroneia";405;0;0;0;NA;0;NA;0
"Neapolis";455;0;0,562335144618808;0;NA;0,562335144618808;1;0
"Oetaei";370;0;0;0;NA;0;NA;0
"Opus";370;0;0;0;NA;0;NA;0
"Phalanna";370;0;0;0;NA;0;NA;0
"Pherae";390;0;0;0;NA;0;NA;0
"Phlius";370;0;0;0;NA;0;NA;0
"Poseidonia";435;1,03972077083992;0,562335144618808;0,823959216501082;0,792481250360578;0,346573590279973;0,616311453403656;0,215761554338836
"Pydna";370;0;0;0;NA;0;NA;0
"Samos";445;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Stymphalus";370;0;0;0;NA;0;NA;0
"Tegea";370;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Terina";435;0;2,27186851269656;0;NA;2,27186851269656;1;0
"Thasos";445;0,867563228481461;0,867563228481461;0,374890096412539;0,432118471720761;0,374890096412539;0,432118471720761;0,492673132068923
"Tyre";370;0;0;0;NA;0;NA;0
"Zacynthus";370;0;0;0;NA;0;NA;0
"Aegina";445;1,09861228866811;0;1,09861228866811;1;0;NA;0
"Agyrium";390;0;0;0;NA;0;NA;0
"Alexandria Troas ";390;0;0;0;NA;0;NA;0
"Aradus";390;0;0;0;NA;0;NA;0
"Boeotia";390;0;0;0;NA;0;NA;0
"Campania ";405;0;0;0;NA;0;NA;0
"Cebren";435;0;0,950270539233234;0;NA;0,950270539233234;1;0
"Chalcidice";415;0;0;0;NA;0;NA;0
"Chios";390;0;0;0;NA;0;NA;0
"Crete ";415;0;0;0;NA;0;NA;0
"Cyrene";455;0;0;0;NA;0;NA;0
"Dardanus";390;0;0;0;NA;0;NA;0
"Hyria";415;0;0;0;NA;0;NA;0
"Mallus";390;0;0;0;NA;0;NA;0
"Mycalessus";390;0;0;0;NA;0;NA;0
"Nola";390;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Orchomenus";390;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Pamphylia ";455;0;0;0;NA;0;NA;0
"Pharae";390;0;0;0;NA;0;NA;0
"Tanagra";445;0;0;0;NA;0;NA;0
"Tenedos";435;1,03972077083992;0,693147180559945;0,693147180559945;0,666666666666667;0,346573590279973;0,5;0,346573590279972
"Teuthrania";390;0;0;0;NA;0;NA;0
"Thracian Chersonese ";390;0;0;0;NA;0;NA;0
"Amisus";405;0;0;0;NA;0;NA;0
"Antandrus";405;0;0;0;NA;0;NA;0
"Bithynia ";405;0;0;0;NA;0;NA;0
"Boeotian League ";405;1,79175946922805;1,12692879480068;1,01140426470735;0,564475467872424;0,346573590279973;0,307538144272259;0,780355204520703
"Bruttium ";445;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Colchis";435;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Cumae";445;0;0;0;NA;0;NA;0
"Delphi";415;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Mesembria";435;0;0;0;NA;0;NA;0
"Methymna";405;0;0;0;NA;0;NA;0
"Pheneos";405;0;0;0;NA;0;NA;0
"Propontis ";405;0;0;0;NA;0;NA;0
"Rhegium";445;1,36773778255908;2,21481036805071;0,30973555358265;0,226458285741823;1,15680813907428;0,52230572682952;1,05800222897643
"Sinde";405;0;0;0;NA;0;NA;0
"Soli";405;0;0;0;NA;0;NA;0
"Allifae";415;0;0;0;NA;0;NA;0
"Camarina";445;0;1,38629436111989;0;NA;1,38629436111989;1;0
"Catana";445;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Eion";415;0;0;0;NA;0;NA;0
"Eryx";435;0,693147180559945;1,38629436111989;0;0;0,693147180559945;0,5;0,693147180559945
"Gela";455;0,673011667009256;1,6094379124341;0;0;0,936426245424844;0,581834339920948;0,673011667009256
"Heraclea Lucania";415;1,01140426470735;1,56071040904141;0;0;0,549306144334055;0,351959044517067;1,01140426470735
"Heraclea Sintica";435;0;0;0;NA;0;NA;0
"Himera";415;0,600166073159646;1,89378823239114;0;0;1,29362215923149;0,68308701950172;0,600166073159646
"Leontinoi";455;1,22607605036617;2,10617091620646;0,263964038675899;0,21529173381787;1,14405890451619;0,543193762535103;0,962112011690271
"Lipara";435;0,348832095843032;1,42706104338072;0;0;1,07822894753769;0,755559092961682;0,348832095843032
"Magnesia Ad Maeandrum ";445;0;0;0;NA;0;NA;0
"Miletus";455;0;0;0;NA;0;NA;0
"Motya";415;1,242453324894;1,79175946922805;0;0;0,549306144334055;0,306573596382729;1,242453324894
"Naxos";455;1,03972077083992;0,562335144618808;0,47738562622111;0,459147917027245;0;0;0,562335144618808
"Nymphaeum";415;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Panormus";415;0,562335144618808;1,03972077083992;0;0;0,47738562622111;0,459147917027245;0,562335144618808
"Pharsalus";445;0;0;0;NA;0;NA;0
"Phistelia";415;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Sardes";435;0;0;0;NA;0;NA;0
"Scione";435;0;0;0;NA;0;NA;0
"Segesta";455;0;0;0;NA;0;NA;0
"Selinus";445;0,859967281035505;2,14584175259475;0;0;1,28587447155925;0,599240121040784;0,859967281035505
"Seuthes II";415;0;0;0;NA;0;NA;0
"Tauric Chersonesus ";415;0;0;0;NA;0;NA;0
"The Sindi";415;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Thermae Himerenses";415;0;0;0;NA;0;NA;0
"Caulonia";425;0;0;0;NA;0;NA;0
"Corcyra";455;0;0;0;NA;0;NA;0
"Gargara";425;0;0;0;NA;0;NA;0
"Mende";445;0,314492201281411;2,64843833454631;0;0;2,3339461332649;0,881253719530047;0,314492201281411
"Pharcadon";425;0;0;0;NA;0;NA;0
"Syria ";435;1,09861228866811;1,09861228866811;0;0;0;0;1,09861228866811
"Thraco-Macedonia";425;0;0;0;NA;0;NA;0
"Troezen";425;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Achaean League ";435;0,562335144618808;0,562335144618808;0,47738562622111;0,848934360210967;0,47738562622111;0,848934360210967;0,0849495183976987
"Arcadian League";455;0;0;0;NA;0;NA;0
"Astacus";435;0;0;0;NA;0;NA;0
"Cnossus";455;0;0;0;NA;0;NA;0
"Cos";455;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Etruria ";435;0;0;0;NA;0;NA;0
"Ionia";435;0;0;0;NA;0;NA;0
"Leucas";435;0;0;0;NA;0;NA;0
"Massalia";455;0;0,636514168294813;0;NA;0,636514168294813;1;0
"Parium";435;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Phocaea";435;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Pordosilene";435;0;0;0;NA;0;NA;0
"Scepsis";435;0;0;0;NA;0;NA;0
"Solus";435;0;0;0;NA;0;NA;0
"Sparadokos";435;0;0;0;NA;0;NA;0
"Sybaris";445;0;0;0;NA;0;NA;0
"Thespiae";435;0;0;0;NA;0;NA;0
"Thourion";435;0,867563228481461;1,242453324894;0,549306144334055;0,633159781674395;0,924196240746594;0,74384785506968;0,318257084147406
"Tricca";435;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Aegae";445;0;0;0;NA;0;NA;0
"Dicaea";445;0;0;0;NA;0;NA;0
